source	target	interaction	symmetry	weight	negation
at2g20180	at5g57560	inhibition	asymmetrical	1.0	affirmative
at1g61370	at1g65690	ppi	symmetrical	2.19046207	affirmative
at1g66750	at2g36010	ppi	symmetrical	1.0	affirmative
at5g11260	at2g22500	positive_regulation	asymmetrical	1.4916544035000001	affirmative
at2g25090	at5g55990	ppi	symmetrical	0.0	affirmative
at2g41100	at3g19290	ppi	symmetrical	2.053763767	affirmative
at1g80050	at5g11160	ppi	symmetrical	0.6883300768395564	affirmative
at2g42360	at3g13175	ppi	symmetrical	1.541928539	affirmative
at2g20180	at1g03970	positive_regulation	asymmetrical	1.0	affirmative
at5g13790	at5g51850	positive_regulation	asymmetrical	0.0	affirmative
at3g45640	at3g25250	phosphorylation	asymmetrical	1.8780303434999999	affirmative
at1g51660	at4g39670	regulation	asymmetrical	2.0255704865	affirmative
at1g71050	at3g49160	ppi	symmetrical	1.0	affirmative
at1g56150	at5g10500	ppi	symmetrical	1.48680564	affirmative
at2g38310	at3g11410	ppi	symmetrical	1.0	affirmative
at2g20180	at4g36250	inhibition	asymmetrical	0.0	affirmative
at4g29810	at5g61160	regulation	asymmetrical	1.5162229225	affirmative
at1g11050	at1g65690	ppi	symmetrical	2.247892555	affirmative
at2g04030	at5g51700	ppi	symmetrical	1.0	affirmative
at4g21390	at5g63030	ppi	symmetrical	1.733807839	affirmative
at4g22860	at4g32830	ppi	symmetrical	0.7945869749056669	affirmative
at3g44200	at5g12250	phosphorylation	asymmetrical	0.0	affirmative
at3g44200	at4g37490	regulation	asymmetrical	0.0	affirmative
at2g26740	at3g51000	ppi	symmetrical	1.2950850895000001	affirmative
at2g16900	at5g03660	ppi	symmetrical	1.4798110385	affirmative
at2g41090	at4g02410	ppi	symmetrical	1.8629554105000001	affirmative
at2g28830	at5g46330	ppi	symmetrical	1.392281399	affirmative
at2g02090	at2g38750	ppi	symmetrical	0.0	affirmative
at1g70130	at2g42290	ppi	symmetrical	0.0	affirmative
at1g34640	at3g45430	ppi	symmetrical	1.0	affirmative
at2g42360	at4g38690	ppi	symmetrical	0.0	affirmative
at1g01620	at2g39010	ppi	symmetrical	0.8433349625947613	affirmative
at4g33400	at4g38690	ppi	symmetrical	0.7841785811429789	affirmative
at2g20180	at3g01770	positive_regulation	asymmetrical	1.0	affirmative
at1g15570	at1g18040	ppi	symmetrical	0.0	affirmative
at3g08040	at5g46240	ppi	symmetrical	0.8082978040477651	affirmative
at2g20180	at3g63500	positive_regulation	asymmetrical	1.0	affirmative
at4g29810	at4g01370	phosphorylation	asymmetrical	1.0	affirmative
at1g32640	at2g47190	ppi	symmetrical	1.0	affirmative
at5g13930	at5g42800	ppi	symmetrical	0.5543766953746398	affirmative
at2g20180	at3g13520	inhibition	asymmetrical	1.0	affirmative
at1g12480	at1g78290	ppi	symmetrical	1.0	affirmative
at1g76540	at4g37490	ppi	symmetrical	0.8004920170898715	affirmative
at3g47690	at5g62500	ppi	symmetrical	1.0	affirmative
at2g44350	at5g51600	ppi	symmetrical	0.0	affirmative
at2g33560	at3g53730	ppi	symmetrical	0.801233936498513	affirmative
at2g31570	at3g14990	ppi	symmetrical	1.9654659854999998	affirmative
at1g79680	at3g08040	ppi	symmetrical	0.0	affirmative
at1g09200	at5g09790	ppi	symmetrical	0.0	affirmative
at2g36330	at3g08040	ppi	symmetrical	0.0	affirmative
at1g28520	at3g26090	ppi	symmetrical	1.54194243	affirmative
at2g17520	at1g72610	regulation	asymmetrical	0.0	affirmative
at1g18040	at3g11520	ppi	symmetrical	0.0	affirmative
at2g20180	at3g27960	inhibition	asymmetrical	1.2797682639999999	affirmative
at3g08040	at3g56370	ppi	symmetrical	0.8060990556081185	affirmative
at3g08690	at4g24990	ppi	symmetrical	1.17881244	affirmative
at1g01560	at1g27730	regulation	asymmetrical	1.650589021	affirmative
at1g18350	at2g46070	ppi	symmetrical	1.0	affirmative
at5g57180	at5g58575	ppi	symmetrical	1.0	affirmative
at2g07749	at3g55110	ppi	symmetrical	0.0	affirmative
at3g44200	at1g62380	regulation	asymmetrical	1.3739829365	affirmative
at2g20180	at4g23400	positive_regulation	asymmetrical	0.0	affirmative
at3g11410	at5g55990	ppi	symmetrical	0.0	affirmative
at1g78300	at3g50000	ppi	symmetrical	0.0	affirmative
at1g19850	at1g52830	ppi	symmetrical	1.0	affirmative
at4g01370	at1g19850	phosphorylation	asymmetrical	1.0	affirmative
at1g11050	at3g61930	ppi	symmetrical	1.4149679165	affirmative
at1g14440	at3g50890	ppi	symmetrical	0.7917484201146386	affirmative
at3g18690	at4g01370	ppi	symmetrical	1.0	affirmative
at1g17190	at1g78380	ppi	symmetrical	0.0	affirmative
at1g78290	at1g11840	positive_regulation	asymmetrical	0.0	affirmative
at2g36330	at5g63030	ppi	symmetrical	1.361379908	affirmative
at2g20180	at5g54160	inhibition	asymmetrical	1.1180176025	affirmative
at3g08040	at3g16690	ppi	symmetrical	0.6603506083426487	affirmative
at2g27050	at2g28160	ppi	symmetrical	1.2315435245	affirmative
at1g65690	at4g23220	ppi	symmetrical	3.336725035	affirmative
at3g13175	at4g23190	ppi	symmetrical	2.416607461	affirmative
at2g20180	at4g36870	inhibition	asymmetrical	1.1647367135	affirmative
at4g01370	at5g13790	phosphorylation	asymmetrical	1.0	affirmative
at2g42360	at4g11370	ppi	symmetrical	1.490767366	affirmative
at1g56280	at3g26090	ppi	symmetrical	1.2404656885	affirmative
at1g12520	at5g24680	ppi	symmetrical	1.221203261	affirmative
at2g20180	at2g30740	positive_regulation	asymmetrical	1.0	affirmative
at2g41090	at3g28450	ppi	symmetrical	1.190464443	affirmative
at3g06110	at4g01370	dephosphorylation	asymmetrical	1.0	affirmative
at1g71830	at1g70940	regulation	asymmetrical	1.0	affirmative
at4g29810	at3g50060	regulation	asymmetrical	1.0	affirmative
at1g70410	at1g79470	ppi	symmetrical	1.3213494225	affirmative
at2g37040	at3g53260	ppi	symmetrical	1.0	affirmative
at2g20180	at4g37170	inhibition	asymmetrical	1.0	affirmative
at2g20180	at3g04730	inhibition	asymmetrical	1.0	affirmative
at4g29810	at4g31800	regulation	asymmetrical	1.0	affirmative
at4g01370	at4g11890	phosphorylation	asymmetrical	1.0	affirmative
at2g30020	at4g39950	ppi	symmetrical	2.0604399669999998	affirmative
at1g17190	at2g29420	ppi	symmetrical	0.0	affirmative
at4g11570	at4g36990	ppi	symmetrical	1.6581232145	affirmative
at1g29720	at3g08040	ppi	symmetrical	0.0	affirmative
at4g33260	at5g05510	ppi	symmetrical	0.0	affirmative
at1g18080	at3g53990	ppi	symmetrical	1.0	affirmative
at1g42990	at1g09080	positive_regulation	asymmetrical	1.4111434704999999	affirmative
at1g74490	at2g41100	ppi	symmetrical	2.425750539	affirmative
at2g20180	at5g63530	positive_regulation	asymmetrical	0.0	affirmative
at1g35670	at1g56280	phosphorylation	asymmetrical	1.0	affirmative
at1g59580	at5g13790	phosphorylation	asymmetrical	1.325404236	affirmative
at1g51660	at1g14540	regulation	asymmetrical	1.0	affirmative
at1g56650	at1g63650	ppi	symmetrical	0.0	affirmative
at2g46600	at4g20780	ppi	symmetrical	1.7876037089999999	affirmative
at2g25090	at2g26650	phosphorylation	asymmetrical	1.0	affirmative
at4g26610	at1g70940	phosphorylation	asymmetrical	1.0	affirmative
at5g46330	at4g08500	positive_regulation	asymmetrical	1.392281399	affirmative
at2g20180	at5g61530	positive_regulation	asymmetrical	1.0	affirmative
at1g01560	at5g54810	regulation	asymmetrical	1.650589021	affirmative
at2g38810	at3g12810	ppi	symmetrical	0.0	affirmative
at1g63940	at2g16900	ppi	symmetrical	1.4798110385	affirmative
at5g01820	at5g55990	ppi	symmetrical	0.0	affirmative
at5g03545	at5g06530	ppi	symmetrical	0.6492478850321468	affirmative
at1g65690	at4g13510	ppi	symmetrical	2.653081704	affirmative
at1g64090	at2g30490	ppi	symmetrical	0.0	affirmative
at1g11050	at4g26610	ppi	symmetrical	1.285766959	affirmative
at1g11330	at1g65690	ppi	symmetrical	2.3077909869999997	affirmative
at1g59580	at2g37710	phosphorylation	asymmetrical	2.204350787	affirmative
at2g25000	at5g52650	ppi	symmetrical	1.0	affirmative
at2g20180	at1g72970	inhibition	asymmetrical	1.2751753125	affirmative
at2g20180	at5g42020	inhibition	asymmetrical	1.0	affirmative
at2g05940	at3g25070	phosphorylation	asymmetrical	1.1905954865	affirmative
at2g20180	at5g53890	positive_regulation	asymmetrical	1.183585993	affirmative
at5g40440	at1g59580	positive_regulation	asymmetrical	1.325404236	affirmative
at5g11260	at5g62520	positive_regulation	asymmetrical	1.0	affirmative
at3g45640	at4g18880	phosphorylation	asymmetrical	2.329879629	affirmative
at1g77710	at2g25000	ppi	symmetrical	1.199840756	affirmative
at2g36010/at5g02470	at3g02920	positive_regulation	asymmetrical	0.0	affirmative
at2g20180	at2g46270	positive_regulation	asymmetrical	1.3253296104999999	affirmative
at1g14400	at2g44350	ppi	symmetrical	1.132209066	affirmative
at2g20180	at3g50750	inhibition	asymmetrical	1.0	affirmative
at2g37040	at3g59940	ppi	symmetrical	1.5585218875	affirmative
at2g41100	at5g56580	ppi	symmetrical	0.0	affirmative
at1g61010	at5g51660	ppi	symmetrical	1.0	affirmative
at1g44100	at5g67280	ppi	symmetrical	0.0	affirmative
at2g47710	at3g11930	ppi	symmetrical	1.1458531885	affirmative
at2g20180	at1g61690	positive_regulation	asymmetrical	1.1696650885	affirmative
at1g54040	at4g23810	ppi	symmetrical	0.0	affirmative
at4g01370	at4g08500	ppi	symmetrical	1.0	affirmative
at1g32640	at5g25610	positive_regulation	asymmetrical	1.3473622555	affirmative
at3g01550	at3g13175	ppi	symmetrical	1.2689760615	affirmative
at2g38230	at3g16050	ppi	symmetrical	0.0	affirmative
at2g20180	at4g03070	inhibition	asymmetrical	1.2893785035	affirmative
at1g69690	at2g45010	ppi	symmetrical	0.0	affirmative
at1g07160	at1g65690	ppi	symmetrical	2.170223403	affirmative
at1g34640	at3g01550	ppi	symmetrical	1.0	affirmative
at3g45780	at5g64330	ppi	symmetrical	1.0	affirmative
at2g20180	at2g29990	positive_regulation	asymmetrical	1.2582541114999999	affirmative
at1g08830	at3g14990	ppi	symmetrical	2.418028747	affirmative
at1g59820	at4g27800	ppi	symmetrical	1.1248831695	affirmative
at1g13580	at3g48990	ppi	symmetrical	0.0	affirmative
at3g46580	at5g59380	ppi	symmetrical	1.0	affirmative
at1g07000	at3g63080	ppi	symmetrical	1.7874287254999999	affirmative
at4g26070	at4g01370	phosphorylation	asymmetrical	1.4680760385	affirmative
at2g07749	at3g08040	ppi	symmetrical	0.0	affirmative
at1g17200	at5g52240	ppi	symmetrical	0.0	affirmative
at1g29240	at3g23340	ppi	symmetrical	1.140654951	affirmative
at5g13790	at4g12730	inhibition	asymmetrical	1.2677902935	affirmative
at5g11260	at2g41100	positive_regulation	asymmetrical	2.053763767	affirmative
at1g16170	at2g04050	ppi	symmetrical	0.0	affirmative
at1g70130	at3g61920	ppi	symmetrical	1.0	affirmative
at2g20180	at4g27780	positive_regulation	asymmetrical	1.0	affirmative
at4g25660	at5g07110	ppi	symmetrical	0.0	affirmative
at5g11260	at1g68840	positive_regulation	asymmetrical	1.0	affirmative
at3g45640	at4g31500	phosphorylation	asymmetrical	1.885832924	affirmative
at2g37940	at3g13175	ppi	symmetrical	1.545504542	affirmative
at1g68170	at4g00400	ppi	symmetrical	0.0	affirmative
at2g20180	at1g76700	positive_regulation	asymmetrical	1.14921172	affirmative
at2g20180	at1g17830	positive_regulation	asymmetrical	1.479587682	affirmative
at2g34650	at5g04510	ppi	symmetrical	1.0	affirmative
at1g18040	at3g48750	ppi	symmetrical	1.0	affirmative
at4g01370	at2g30250	phosphorylation	asymmetrical	1.349078194	affirmative
at2g17290	at3g45640	regulation	asymmetrical	1.5854766465	affirmative
at1g47710	at5g19660	ppi	symmetrical	1.166342698	affirmative
at5g55910	at1g70940	phosphorylation	asymmetrical	1.0	affirmative
at1g22920	at5g25490	ppi	symmetrical	1.1688224765	affirmative
at2g20180	at5g18100	positive_regulation	asymmetrical	1.0	affirmative
at1g51660	at5g25930	regulation	asymmetrical	1.8778438195	affirmative
at1g12860	at5g53210	ppi	symmetrical	0.0	affirmative
at3g48750	at5g02110	ppi	symmetrical	1.0	affirmative
at1g22920	at1g29640	ppi	symmetrical	1.0	affirmative
at4g11860	at4g29240	ppi	symmetrical	0.0	affirmative
at2g20180	at4g38090	positive_regulation	asymmetrical	1.1466654095	affirmative
at1g78300	at5g09810	ppi	symmetrical	0.0	affirmative
at3g27960	at5g37550	ppi	symmetrical	0.0	affirmative
at1g13580	at1g15170	ppi	symmetrical	0.0	affirmative
at1g12110	at4g08470	ppi	symmetrical	1.7389308615	affirmative
at1g08060	at3g27960	ppi	symmetrical	0.0	affirmative
at3g08040	at5g67140	ppi	symmetrical	0.0	affirmative
at2g20180	at2g21620	positive_regulation	asymmetrical	1.208603433	affirmative
at1g51660	at3g10500	regulation	asymmetrical	1.3974813935000001	affirmative
at5g02110	at5g02220	ppi	symmetrical	0.0	affirmative
at4g32830	at1g09200	phosphorylation	asymmetrical	0.7872216187722016	affirmative
at1g34640	at1g50290	ppi	symmetrical	1.0	affirmative
at1g51170	at2g46700	ppi	symmetrical	1.0	affirmative
at1g20620	at5g35410	ppi	symmetrical	1.0	affirmative
at3g13175	at5g05170	ppi	symmetrical	0.0	affirmative
at2g20180	at5g05140	positive_regulation	asymmetrical	1.365341495	affirmative
at4g35310	at5g57220	regulation	asymmetrical	2.5969422115	affirmative
at3g08040	at3g61460	ppi	symmetrical	0.0	affirmative
at1g06225	at1g34640	ppi	symmetrical	0.0	affirmative
at3g45640	at2g47630	phosphorylation	asymmetrical	0.0	affirmative
at2g33580	at3g08040	ppi	symmetrical	0.0	affirmative
at3g26090	at3g26830	ppi	symmetrical	2.622993461	affirmative
at2g20180	at4g13510	inhibition	asymmetrical	0.0	affirmative
at1g79680	at5g05170	ppi	symmetrical	0.0	affirmative
at1g51660	at2g18690	regulation	asymmetrical	2.6966769289999997	affirmative
at4g26080	at1g12480	dephosphorylation	asymmetrical	1.2919578935	affirmative
at3g08690	at5g42940	ppi	symmetrical	1.17881244	affirmative
at1g77710	at3g55290	ppi	symmetrical	1.199840756	affirmative
at1g62300	at1g78300	ppi	symmetrical	0.0	affirmative
at3g25250	at2g30740	phosphorylation	asymmetrical	1.292553697	affirmative
at1g16330	at1g20930	ppi	symmetrical	0.8160100521766276	affirmative
at2g42780	at5g59140	ppi	symmetrical	1.1821462315	affirmative
at5g19280	at5g46330	dephosphorylation	asymmetrical	1.392281399	affirmative
at1g73500	at3g20770	phosphorylation	asymmetrical	1.1366650075	affirmative
at1g16260	at1g65690	ppi	symmetrical	2.3002367435	affirmative
at2g20180	at1g20693	positive_regulation	asymmetrical	0.0	affirmative
at1g24150	at5g56600	ppi	symmetrical	1.421517224	affirmative
at1g26840	at5g16690	ppi	symmetrical	0.0	affirmative
at5g11260	at2g43590	inhibition	asymmetrical	0.0	affirmative
at2g20180	at3g48170	positive_regulation	asymmetrical	1.1380877105	affirmative
at2g20180	at2g47630	positive_regulation	asymmetrical	0.0	affirmative
at5g66880	at1g49720	regulation	asymmetrical	1.0	affirmative
at2g36010	at1g07270	positive_regulation	asymmetrical	0.0	affirmative
at4g23220	at4g39950	ppi	symmetrical	3.435039406	affirmative
at1g71830	at5g19280	ppi	symmetrical	1.0	affirmative
at2g39660	at1g19350	regulation	asymmetrical	1.0	affirmative
at1g11000	at2g30490	ppi	symmetrical	0.0	affirmative
at3g50410	at5g10030	ppi	symmetrical	1.3960535835	affirmative
at1g34640	at4g20390	ppi	symmetrical	0.0	affirmative
at1g07430	at2g26650	negative_regulation	asymmetrical	1.0	affirmative
at5g20850	at5g25350	ppi	symmetrical	0.0	affirmative
at3g25250	at1g27540	regulation	asymmetrical	1.292553697	affirmative
at1g34210	at4g37490	regulation	asymmetrical	0.0	affirmative
at2g20180	at1g06680	positive_regulation	asymmetrical	1.0	affirmative
at2g20180	at3g59670	inhibition	asymmetrical	1.1480448619999999	affirmative
at1g01620	at3g13175	ppi	symmetrical	0.0	affirmative
at1g51660	at1g57630	regulation	asymmetrical	1.53196616	affirmative
at1g73590	at3g23340	ppi	symmetrical	1.0	affirmative
at2g20180	at1g32150	positive_regulation	asymmetrical	1.0	affirmative
at2g34650	at5g54490	ppi	symmetrical	1.7617629505	affirmative
at4g35310	at1g21270	regulation	asymmetrical	1.0	affirmative
at1g42990	at2g31955	positive_regulation	asymmetrical	1.5971903269999999	affirmative
at2g35190	at5g03545	ppi	symmetrical	0.7743043638427902	affirmative
at1g09530	at5g13930	positive_regulation	asymmetrical	0.0	affirmative
at2g20180	at1g32700	positive_regulation	asymmetrical	1.2900159924999999	affirmative
at1g01620	at4g39950	ppi	symmetrical	0.0	affirmative
at3g45640	at5g47230	phosphorylation	asymmetrical	2.6555750795	affirmative
at2g20180	at1g03270	positive_regulation	asymmetrical	1.0	affirmative
at1g05560	at3g51300	ppi	symmetrical	0.0	affirmative
at2g20180	at2g17120	positive_regulation	asymmetrical	1.189808264	affirmative
at3g04110	at4g23400	ppi	symmetrical	0.0	affirmative
at1g72310	at3g05330	ppi	symmetrical	0.0	affirmative
at4g01370	at5g59430	phosphorylation	asymmetrical	0.0	affirmative
at1g13580	at4g23400	ppi	symmetrical	0.788365639874961	affirmative
at1g51660	at4g23810	regulation	asymmetrical	1.8493048925	affirmative
at2g30490	at3g21630	ppi	symmetrical	0.0	affirmative
at1g11050	at2g15080	ppi	symmetrical	1.4280986045	affirmative
at2g02090	at5g56630	ppi	symmetrical	1.1454998825	affirmative
at4g01370	at1g75390	phosphorylation	asymmetrical	1.0	affirmative
at3g08040	at5g20230	ppi	symmetrical	0.0	affirmative
at2g39010	at4g23400	ppi	symmetrical	0.7915769251992666	affirmative
at2g04040	at3g13175	ppi	symmetrical	2.276493075	affirmative
at1g21460	at3g08040	ppi	symmetrical	0.8136699225662765	affirmative
at2g20180	at3g02550	inhibition	asymmetrical	0.0	affirmative
at5g56580	at4g01370	phosphorylation	asymmetrical	0.0	affirmative
at1g06225	at4g14690	ppi	symmetrical	0.0	affirmative
at1g01260	at5g13220	ppi	symmetrical	0.0	affirmative
at1g23080	at1g35670	ppi	symmetrical	1.0	affirmative
at1g35670	at1g56280	ppi	symmetrical	1.0	affirmative
at1g51660	at2g04400	regulation	asymmetrical	1.259980424	affirmative
at2g20180	at3g51920	positive_regulation	asymmetrical	1.6179985234999998	affirmative
at2g30360	at5g22570	regulation	asymmetrical	1.0	affirmative
at2g20180	at1g78300	inhibition	asymmetrical	1.157795406	affirmative
at1g34640	at4g23400	ppi	symmetrical	0.0	affirmative
at2g34650	at2g01420	regulation	asymmetrical	1.0	affirmative
at4g29810	at5g24780	regulation	asymmetrical	1.0	affirmative
at2g20180	at2g46060	positive_regulation	asymmetrical	1.1410839045	affirmative
at2g36010/at5g02470	at5g24330	positive_regulation	asymmetrical	0.0	affirmative
at4g11890	at5g08650	ppi	symmetrical	1.0	affirmative
at2g38230	at5g60540	ppi	symmetrical	1.168182412	affirmative
at2g20180	at2g01540	positive_regulation	asymmetrical	1.24140078	affirmative
at1g78300	at5g27000	ppi	symmetrical	0.8456119771007391	affirmative
at3g08040	at4g20390	ppi	symmetrical	0.8031707628832209	affirmative
at3g08040	at3g23150	ppi	symmetrical	0.0	affirmative
at2g20180	at5g20960	positive_regulation	asymmetrical	1.8249080235	affirmative
at1g13870	at3g17020	ppi	symmetrical	1.230681112	affirmative
at1g11050	at3g08040	ppi	symmetrical	0.0	affirmative
at5g48380	at5g63030	ppi	symmetrical	1.706027144	affirmative
at2g30490	at3g26090	ppi	symmetrical	0.0	affirmative
at3g51920	at5g35410	ppi	symmetrical	1.6179985234999998	affirmative
at5g52240	at5g60780	ppi	symmetrical	1.146159996	affirmative
at2g26650	at4g32650	ppi	symmetrical	1.3621741835	affirmative
at2g41090	at5g47810	ppi	symmetrical	1.0	affirmative
at3g26090	at5g25350	ppi	symmetrical	1.7084655954999999	affirmative
at1g56650	at5g11260	ppi	symmetrical	1.0	affirmative
at1g59830	at5g03730	ppi	symmetrical	1.3143820915	affirmative
at2g20180	at4g26790	inhibition	asymmetrical	1.491821703	affirmative
at1g14400	at1g43850	ppi	symmetrical	1.132209066	affirmative
at1g09570	at2g02950	phosphorylation	asymmetrical	1.0	affirmative
at2g20180	at3g24503	positive_regulation	asymmetrical	1.5266695545	affirmative
at2g20180	at3g15480	positive_regulation	asymmetrical	0.0	affirmative
at1g11050	at1g22070	ppi	symmetrical	1.559908264	affirmative
at3g13175	at4g23220	ppi	symmetrical	2.6435755005	affirmative
at2g20180	at1g01620	inhibition	asymmetrical	1.1466735725	affirmative
at2g46700	at5g37600	phosphorylation	asymmetrical	1.4386101055	affirmative
at1g14440	at1g75240	ppi	symmetrical	0.0	affirmative
at4g01370	at4g08480	phosphorylation	asymmetrical	1.3034865039999999	affirmative
at1g34210	at4g37650	regulation	asymmetrical	1.0	affirmative
at3g50560	at5g14910	ppi	symmetrical	0.0	affirmative
at1g76540	at5g62920	regulation	asymmetrical	0.0	affirmative
at3g25250	at1g22920	phosphorylation	asymmetrical	1.292553697	affirmative
at5g11260	at1g61890	positive_regulation	asymmetrical	0.0	affirmative
at2g20180	at5g11740	inhibition	asymmetrical	1.100579406	affirmative
at1g30270	at5g55990	ppi	symmetrical	0.0	affirmative
at1g65690	at2g42360	ppi	symmetrical	2.2350780735	affirmative
at1g22920	at1g67800	ppi	symmetrical	1.336839997	affirmative
at1g37130	at3g45640	ppi	symmetrical	1.5854766465	affirmative
at2g20180	at4g18360	positive_regulation	asymmetrical	1.0	affirmative
at3g25070	at5g46330	ppi	symmetrical	1.5828768855	affirmative
at1g07430	at2g25090	ppi	symmetrical	1.0	affirmative
at1g78600	at5g11260	ppi	symmetrical	1.314534449	affirmative
at3g26090	at3g51840	ppi	symmetrical	1.407824965	affirmative
at3g25250	at1g31870	phosphorylation	asymmetrical	1.292553697	affirmative
at1g34210	at1g73590	regulation	asymmetrical	1.0	affirmative
at2g30020	at1g51660	negative_regulation	asymmetrical	1.0	affirmative
at1g49910	at5g51600	ppi	symmetrical	0.8053530463995415	affirmative
at2g36010/at5g02470	at2g24490	positive_regulation	asymmetrical	1.0	affirmative
at1g75390	at3g62420	ppi	symmetrical	0.0	affirmative
at2g20180	at2g26190	positive_regulation	asymmetrical	1.4879792285	affirmative
at3g53260	at5g15600	ppi	symmetrical	1.0	affirmative
at4g01370	at3g18690	phosphorylation	asymmetrical	1.0	affirmative
at3g26744	at5g53210	ppi	symmetrical	0.0	affirmative
at2g26300	at3g26090	ppi	symmetrical	1.3985307475	affirmative
at2g20180	at1g68140	positive_regulation	asymmetrical	1.0	affirmative
